"Revista","NumContribucion","Titulo","Fasciculo","Fecha","Fecha.ISO","Colaborador","SeudonimoFirma","Rol","Sexo","PaisOrigen","Nacimiento","Muerte","Traduccion","Traductor","Lengua","LenguaOriginal","Tipo","TipoIndice","Dedicatoria","ObrasResenadas","CantitadPaginas","Paginacion"
"Alpha","493","D. Miguel Uribe Restrepo, (Párrafo para una biografía)","Año V. Número 51-52-53-54-55","julio de 1910","1910-07-01","Henao, Januario",NA,"Creador","M","Colombia","1850","1912","No",NA,"Español",NA,"Prosa No Ficción",NA,NA,NA,4,"228-231"
"Alpha","494","Juan María Gómez. (Apuntamientos para la Academia Nacional de Historia)","Año V. Número 51-52-53-54-55","julio de 1910","1910-07-01","Gómez Barrientos, Estanislao","Estanislao Gómez Barrientos","Creador","M","Colombia","1850","1931","No",NA,"Español",NA,"Prosa No Ficción",NA,NA,NA,22,"232-253"
"Alpha","495","Antonio Ricaurte","Año V. Número 51-52-53-54-55","julio de 1910","1910-07-01","Vélez, Marceliano",NA,"Creador","M","Colombia","1832","1923","No",NA,"Español",NA,"Prosa No Ficción",NA,NA,NA,2.5,"254-256"
"Alpha","496","DR. Juan de Dios Morales","Año V. Número 51-52-53-54-55","julio de 1910","1910-07-01","Correa, Ramón",NA,"Creador","M","Colombia","1896","1975","No",NA,"Español",NA,"Prosa No Ficción",NA,"Olano, Ricardo -El autor",NA,6.5,"257-263"
"Alpha","497","José Miguel de la Calle","Año V. Número 51-52-53-54-55","julio de 1910","1910-07-01","Mesa Jaramillo, José María","J.M. Mesa Jaramillo","Creador","M","Colombia","1862","1918","No",NA,"Español",NA,"Prosa No Ficción",NA,NA,NA,2,"264-264"
"Alpha","498","Liborio Mejía","Año V. Número 51-52-53-54-55","julio de 1910","1910-07-01","Cano Gutiérrez, Fidel","Fidel Cano","Creador","M","Colombia","1854","1919","No",NA,"Español",NA,"Prosa No Ficción",NA,NA,NA,3,"265-268"
"Alpha","499","Ascendientes del historiador Restrepo. El Alferez","Año V. Número 51-52-53-54-55","julio de 1910","1910-07-01","Mesa Jaramillo, José María","J.M. Mesa Jaramillo","Creador","M","Colombia","1862","1918","No",NA,"Español",NA,"Prosa No Ficción",NA,NA,NA,7.5,"269-276"
"Alpha","500","Diálogos históricos","Año V. Número 51-52-53-54-55","julio de 1910","1910-07-01","Zuleta Gaviria, Eduardo","Eduardo Zuleta","Creador","M","Colombia","1864","1937","No",NA,"Español",NA,"Prosa No Ficción",NA,NA,NA,10.5,"277-287"
"Alpha","501","Genealogías","Año V. Número 51-52-53-54-55","julio de 1910","1910-07-01","Arango Mejía, Gabriel",NA,"Creador","M","Colombia","1872","1958","No",NA,"Español",NA,"Prosa No Ficción",NA,NA,NA,8,"288-295"
"Alpha","502",NA,"Año V. Número 51-52-53-54-55","julio de 1910","1910-07-01","Henao, Januario",NA,"Creador","M","Colombia","1850","1912","No",NA,"Español",NA,"Prosa No Ficción",NA,NA,NA,1,NA
"Alpha","503","Como la serpiente","Año V. Número 56","agosto de 1910","1910-08-01","Velásquez García, José","Julio Vives Guerra","Creador","M","Colombia","1873","1950","No",NA,"Español",NA,"Poesía","Poesía","Bolena, Lydia",NA,5,"297-301"
"Alpha","504","La voz de la vida","Año V. Número 56","agosto de 1910","1910-08-01","Jaramillo Medina, Francisco","Jaramillo Medina","Creador","M","Colombia","1884","1919","No",NA,"Español",NA,"Poesía","Poesía",NA,NA,4.5,"302-306"
"Alpha","505","El cuarto mago","Año V. Número 56","agosto de 1910","1910-08-01","Cunninghame Graham, Robert Bontie","R.B. Cunninghame Graham","Creador","M","Reino Unido","1852","1936","Sí","Anónimo","Español","Inglés","Prosa Ficción",NA,NA,NA,10,"307-316"
"Alpha","506","Ánima expuesta","Año V. Número 56","agosto de 1910","1910-08-01","Castro, Alfonso","Máximo Bretal","Creador","M","Colombia","1878","1943","No",NA,"Español",NA,"Prosa Ficción",NA,NA,NA,1.5,"317-318"
"Alpha","507","Diálogos ilusorios. (El rebelde y su sombra). En el centenario","Año V. Número 56","agosto de 1910","1910-08-01","Restrepo, Saturnino","S.R.","Creador","M","Colombia","1877","1961","No",NA,"Español",NA,"Prosa Ficción",NA,"Zuleta, E.",NA,3.5,"319-322"
"Alpha","508","El contagio sugestivo","Año V. Número 56","agosto de 1910","1910-08-01","Restrepo, Saturnino","S.R.","Creador","M","Colombia","1877","1961","No",NA,"Español",NA,"Prosa Ficción","Notas",NA,NA,1.5,"323-324"
"Alpha","509","Impresiones","Año V. Número 56","agosto de 1910","1910-08-01","Castro, Alfonso",NA,"Creador","M","Colombia","1878","1943","No",NA,"Español",NA,"Prosa No Ficción","Notas",NA,NA,1.5,"324-325"
"Alpha","510","Educación social","Año V. Número 56","agosto de 1910","1910-08-01","Restrepo Restrepo, Carlos Eugenio","Carlos. E. Restrepo","Reseñista","M","Colombia","1867","1937","No",NA,"Español",NA,"Reseña","Bibliografía",NA,"Los humildes de Alfonso Castro",6,"326-331"
"Alpha","511","La lepra en Colombia","Año V. Número 56","agosto de 1910","1910-08-01","Henao, Januario","J. Henao","Creador","M","Colombia","1850","1912","No",NA,"Español",NA,"Reseña","Bibliografía",NA,"La lepra en Colombia de Montoya y Flórez, Juan Bautista",2,"332-333"
"Alpha","512","Por un libro. (Apuntaciones sobre Instrucción pública)","Año V. Número 56","agosto de 1910","1910-08-01","Duque, Antonio de J.","Antonio de J. Duque","Creador","M","Colombia",NA,NA,"No",NA,"Español",NA,"Prosa No Ficción","Bibliografía",NA,"Apuntaciones sobre Instrucción Pública de Diego Mendoza Pérez",3,"334-336"
"Alpha","513",NA,"Año V. Número 56","agosto de 1910","1910-08-01","Anónimo",NA,"Anunciante",NA,NA,NA,NA,"No",NA,"Español",NA,"Publicidad",NA,NA,NA,6,NA
"Alpha","514","Humano","Año V. Número 57","septiembre de 1910","1910-09-01","Robledo, Eusebio",NA,"Creador","M","Colombia","1872","1926","No",NA,"Español",NA,"Prosa Ficción",NA,NA,NA,4,"337-340"
"Alpha","515","Serenata. (Dicha al pie de una ventana que fue)","Año V. Número 57","septiembre de 1910","1910-09-01","Cano Gutiérrez, Fidel","Ulano, F","Creador","M","Colombia","1854","1919","No",NA,"Español",NA,"Poesía",NA,NA,NA,1.5,"341-342"
"Alpha","516","El viaje a Nicaragua","Año V. Número 57","septiembre de 1910","1910-09-01","Darío, Rubén",NA,"Creador","M","Nicaragua","1867","1916","No",NA,"Español",NA,"Prosa No Ficción",NA,NA,NA,8,"343-350"
"Alpha","517","Emoción lejana","Año V. Número 57","septiembre de 1910","1910-09-01","Betancourt, José Luis","Ivanovitch, Dmitry","Creador","M","Colombia","1886","1974","No",NA,"Español",NA,"Poesía",NA,NA,NA,1,"351"
"Alpha","518","Esta es la justicia…!","Año V. Número 57","septiembre de 1910","1910-09-01","Velásquez García, José","Julio Vives Guerra","Creador","M","Colombia","1873","1950","No",NA,"Español",NA,"Prosa Ficción",NA,"Carvajal, Alberto (literato y poeta)",NA,5,"352-356"
"Alpha","519","De ""ondas secretas""","Año V. Número 57","septiembre de 1910","1910-09-01","Rasch Isla, Miguel",NA,"Creador","M","Colombia","1887","1953","No",NA,"Español",NA,"Poesía",NA,"Alpha",NA,1.5,"357-358"
"Alpha","520","José Asunción Silva","Año V. Número 57","septiembre de 1910","1910-09-01","Jaramillo, Bernardo",NA,"Creador","M","Colombia","1884","1952","No",NA,"Español",NA,"Prosa No Ficción","Notas",NA,NA,2.5,"359-361"
"Alpha","521","Alrededor de un libro","Año V. Número 57","septiembre de 1910","1910-09-01","Castro, Alfonso",NA,"Crítico","M","Colombia","1878","1943","No",NA,"Español",NA,"Prosa No Ficción","Bibliografía",NA,"La Lepra en Colombia de Montoya y Flórez",7.5,"362-369"
"Alpha","522","Los literatos financieros","Año V. Número 57","septiembre de 1910","1910-09-01","Claretie, Jules",NA,"Creador","M","Francia","1840","1913","Sí","Anónimo","Español","Francés","Prosa No Ficción","Extractos",NA,NA,5.3,"370-375"
"Alpha","523","Los futuristas","Año V. Número 57","septiembre de 1910","1910-09-01","Anónimo",NA,"Creador",NA,NA,NA,NA,"No",NA,"Español",NA,"Prosa No Ficción","Extractos",NA,NA,1.2,"375-376"
"Alpha","524","Discurso. Ante el cadáver de Don Miguel A. Caro","Año V. Número 58","octubre de 1910","1910-10-01","Valencia, Guillermo",NA,"Creador","M","Colombia","1873","1943","No",NA,"Español",NA,"Prosa No Ficción",NA,NA,NA,8.5,"377-385"
"Alpha","525","Paisajes caucanos","Año V. Número 58","octubre de 1910","1910-10-01","Gamboa, Mateo",NA,"Creador","M","Colombia","1880","1948","No",NA,"Español",NA,"Poesía",NA,NA,NA,3,"386-388"
"Alpha","526","Una velada literaria","Año V. Número 58","octubre de 1910","1910-10-01","Delgado, Jorge E.","Jorge E. Delgado","Creador","M","Colombia","1868","1924","No",NA,"Español",NA,"Prosa No Ficción",NA,"Restrepo de Uribe, Leonor",NA,1.5,"389-390"
"Alpha","527","El solar de Castilla. Alma romáctica","Año V. Número 58","octubre de 1910","1910-10-01","Huertos, Luis G.","Luis G. Huertos","Creador","M","España","1883","1949","No",NA,"Español",NA,"Poesía",NA,"Romero, Manuel de J.",NA,1.7,"391-392"
"Alpha","528","El zapatico blanco","Año V. Número 58","octubre de 1910","1910-10-01","Jaramillo Arango, Roberto","Roberto Jaramillo A.","Creador","M","Colombia","1881","1965","No",NA,"Español",NA,"Prosa Ficción",NA,"Negro Cano",NA,2,"393-394"
"Alpha","529","¿  ?....","Año V. Número 58","octubre de 1910","1910-10-01","Zarante Rhenals, Sergio",NA,"Creador","M","Colombia","1880","1966","No",NA,"Español",NA,"Poesía",NA,"Alpha",NA,1,"395"
"Alpha","530","Conferencia. Leída el 30 de octubre en la Sociedad Pedagógica","Año V. Número 58","octubre de 1910","1910-10-01","Castro, Alfonso",NA,"Creador","M","Colombia","1878","1943","No",NA,"Español",NA,"Prosa No Ficción",NA,NA,NA,7,"396-402"
"Alpha","531","Ánima expuesta","Año V. Número 58","octubre de 1910","1910-10-01","Castro, Alfonso","Máximo Bretal","Creador","M","Colombia","1878","1943","No",NA,"Español",NA,"Prosa Ficción","Notas",NA,NA,1.5,"403-404"
"Alpha","532","República portuguesa","Año V. Número 58","octubre de 1910","1910-10-01","Jaramillo, Emilio","E. Jaramillo","Creador","M","Colombia","19. Jahrhundert","1949","No",NA,"Español",NA,"Prosa No Ficción","Notas",NA,NA,3,"404-407"
"Alpha","533","La riqueza literaria de Maupassant","Año V. Número 58","octubre de 1910","1910-10-01","Maynial, Édouard",NA,"Creador",NA,NA,NA,NA,"Sí","Pardo, León","Español","Francés","Prosa No Ficción","Extractos",NA,NA,5.5,"408-413"
"Alpha","534","Versos y mocedad","Año V. Número 58","octubre de 1910","1910-10-01","Pardo Farelo, Enrique","Luis Tablanca","Creador","M","Colombia","1883","1965","No",NA,"Español",NA,"Prosa No Ficción","Extractos",NA,NA,2,"413-415"
"Alpha","535","De Roosevelt","Año V. Número 58","octubre de 1910","1910-10-01","Anónimo",NA,"Creador",NA,NA,NA,NA,"No",NA,"Español",NA,"Prosa No Ficción","Extractos",NA,NA,0.7,"415-416"
"Alpha","536","El vidrieron remendón","Año V. Número 59-60","noviembre y diciembre de 1910","1910-12-01","Baring, Maurice",NA,"Creador","M","Reino Unido","1874","1945","Sí","Anónimo","Español","Inglés","Prosa Ficción",NA,NA,NA,13,"417-429"
"Alpha","536","El vidrieron remendón","Año V. Número 59-60","noviembre y diciembre de 1910","1910-12-01","Baring, Maurice",NA,"Creador","M","Reino Unido","1874","1945","Sí","Anónimo","Español","Inglés","Prosa Ficción",NA,NA,NA,13,"417-429"
"Alpha","537","Bajo el sol","Año V. Número 59-60","noviembre y diciembre de 1910","1910-12-01","Galán, Julio",NA,"Creador",NA,NA,NA,NA,"No",NA,"Español",NA,"Poesía",NA,NA,NA,2.5,"430-432"
"Alpha","538","Ironías…","Año V. Número 59-60","noviembre y diciembre de 1910","1910-12-01","Castro, Alfonso",NA,"Creador","M","Colombia","1878","1943","No",NA,"Español",NA,"Poesía",NA,NA,NA,2.5,"433-435"
"Alpha","539","A la bandera colombiana","Año V. Número 59-60","noviembre y diciembre de 1910","1910-12-01","Solano Patiño, José",NA,"Creador","M","Colombia","1872","1928","No",NA,"Español",NA,"Poesía",NA,NA,NA,1.5,"436-437"
"Alpha","540","Actuación de las ideas en Colombia, por Félix Betancourt","Año V. Número 59-60","noviembre y diciembre de 1910","1910-12-01","Betancourt Villegas, Félix","Félix Betancourt","Creador","M","Colombia","1872","1948","No",NA,"Español",NA,"Prosa No Ficción",NA,NA,NA,25,"438-462"
"Alpha","541","Alma de leyenda","Año V. Número 59-60","noviembre y diciembre de 1910","1910-12-01","Márquez Bravo, Tomás","Tomás Marquez","Creador","M","Colombia","1890","1940","No",NA,"Español",NA,"Poesía",NA,"Merizalde, Antonio",NA,1.5,"463-464"
"Alpha","542","Alma de crepúsculo","Año V. Número 59-60","noviembre y diciembre de 1910","1910-12-01","Restrepo Rivera, Jesús","J. Restrepo Rivera","Creador","M","Colombia","1884","1946","No",NA,"Español",NA,"Poesía",NA,NA,NA,0.5,"464"
"Alpha","543","El preboste de Gonzalo Pizarro. Fragmento de la historia del Perú en el siglo XVI. 1525-1548","Año V. Número 59-60","noviembre y diciembre de 1910","1910-12-01","Hernández, Manuel A.",NA,"Creador",NA,NA,NA,NA,"No",NA,"Español",NA,"Prosa No Ficción",NA,NA,NA,12,"465-476"
"Alpha","544","Parábola del sembrador","Año V. Número 59-60","noviembre y diciembre de 1910","1910-12-01","Cano, Antonio José","Antonio J. Cano","Creador","M","Colombia","1874","1942","No",NA,"Español",NA,"Poesía",NA,NA,NA,1,"477"
"Alpha","545","La tolerancia. A propósito de una conferencia","Año V. Número 59-60","noviembre y diciembre de 1910","1910-12-01","González Posada, Adolfo","Posada Adolfo","Creador",NA,NA,NA,NA,"No",NA,"Español",NA,"Prosa No Ficción",NA,NA,NA,6.5,"478-484"
"Alpha","546","De ""Il Peccatto di Maggio""","Año V. Número 59-60","noviembre y diciembre de 1910","1910-12-01","D'Annunzio, Gabriele",NA,"Creador","M","Italia","1863","1938","Sí","Velásquez García, José","Español","Italiano","Poesía",NA,"Valencia,Guillermo",NA,1,"485"
"Alpha","547","Al llegar a mis cuarenta y seis años","Año V. Número 59-60","noviembre y diciembre de 1910","1910-12-01","Unamuno, Miguel de",NA,"Creador","M","España","1866","1936","No",NA,"Español",NA,"Poesía","Soneto",NA,NA,1,"486"
"Alpha","548","Carta de Unamuno","Año V. Número 59-60","noviembre y diciembre de 1910","1910-12-01","Unamuno, Miguel de",NA,"Creador","M","España","1866","1936","No",NA,"Español",NA,"Prosa No Ficción","Notas",NA,NA,1,"487"
"Alpha","549","Ánima expuesta","Año V. Número 59-60","noviembre y diciembre de 1910","1910-12-01","Castro, Alfonso","Máximo Bretal","Creador","M","Colombia","1878","1943","No",NA,"Español",NA,"Prosa Ficción","Notas",NA,NA,2.5,"488-490"
"Alpha","550","Rostand o la felicidad","Año V. Número 59-60","noviembre y diciembre de 1910","1910-12-01","Darío, Rubén",NA,"Creador","M","Nicaragua","1867","1916","No",NA,"Español",NA,"Prosa No Ficción","Extractos",NA,NA,3.4,"491-494"
"Alpha","551","Índice del quinto año","Año V. Número 59-60","noviembre y diciembre de 1910","1910-12-01","Anónimo",NA,"Creador",NA,NA,NA,NA,"No",NA,"Español",NA,"Prosa No Ficción",NA,NA,NA,2,NA
"Alpha","552",NA,"Año V. Número 59-60","noviembre y diciembre de 1910","1910-12-01","Anónimo",NA,"Anunciante",NA,NA,NA,NA,"No",NA,"Español",NA,"Publicidad",NA,NA,NA,6,NA
"Alpha","553",NA,"Año VI. Número 61-62","febrero de 1911","1911-02-01","Anónimo",NA,"Creador",NA,NA,NA,NA,"No",NA,"Español",NA,"Prosa No Ficción",NA,NA,NA,2,NA
"Alpha","554","Justicia distributiva","Año VI. Número 61-62","febrero de 1911","1911-02-01","Pérez Triana, Santiago","S. Pérez Ttriana","Creador","M","Colombia","1858","1916","No",NA,"Español",NA,"Prosa Ficción",NA,"Alpha",NA,4,"1-4"
"Alpha","555","Sol poniente","Año VI. Número 61-62","febrero de 1911","1911-02-01","Valencia, Guillermo",NA,"Creador","M","Colombia","1873","1943","No",NA,"Español",NA,"Poesía",NA,NA,NA,1,"5"
"Alpha","556","Mi universidad","Año VI. Número 61-62","febrero de 1911","1911-02-01","González Posada, Adolfo","Adolfo Posada","Creador",NA,NA,NA,NA,"No",NA,"Español",NA,"Prosa No Ficción",NA,"V. González, Joaquín",NA,8.3,"6-14"
"Alpha","557","Al través de tus canas","Año VI. Número 61-62","febrero de 1911","1911-02-01","Jaramillo Medina, Francisco","Jaramillo Medina","Creador","M","Colombia","1884","1919","No",NA,"Español",NA,"Poesía",NA,"Carvajal, M.A.",NA,2,"15-16"
"Alpha","558","Viendo fundir el busto de Girardot","Año VI. Número 61-62","febrero de 1911","1911-02-01","Gómez Escobar, Francisco","Efe Gómez","Creador","M","Colombia","1867","1938","No",NA,"Español",NA,"Prosa No Ficción",NA,NA,NA,3.5,"17-20"
"Alpha","559","Mis versos (inédita)","Año VI. Número 61-62","febrero de 1911","1911-02-01","Arce, Julio César",NA,"Creador","M","Colombia","1885","1927","No",NA,"Español",NA,"Poesía",NA,"Cano, A.J.",NA,1.4,"21-22"
"Alpha","560","La salsa de tomates","Año VI. Número 61-62","febrero de 1911","1911-02-01","Ewers, Hanns Heinz",NA,"Creador","M","Alemania","1871","1943","Sí","Soto, A.","Español","Alemán","Prosa Ficción",NA,NA,NA,14,"23-36"
"Alpha","561","Elogio de la vida","Año VI. Número 61-62","febrero de 1911","1911-02-01","Baena, Fernando E.","Fernando E. Baena","Creador","M","Colombia","1879","1950","No",NA,"Español",NA,"Poesía",NA,NA,NA,2,"37-38"
"Alpha","561","Elogio de la vida","Año VI. Número 61-62","febrero de 1911","1911-02-01","Baena, Fernando E.","Fernando E. Baena","Creador","M","Colombia","1879","1950","No",NA,"Español",NA,"Poesía",NA,NA,NA,2,"37-38"
"Alpha","562","Un cuento","Año VI. Número 61-62","febrero de 1911","1911-02-01","Richepin, Jean",NA,"Creador","M","Argelia","1849","1926","No",NA,"Español",NA,"Prosa No Ficción",NA,NA,NA,1.5,"39-40"
"Alpha","563","Estrella extinta","Año VI. Número 61-62","febrero de 1911","1911-02-01","Richepin, Jean",NA,"Creador","M","Argelia","1849","1926","Sí","Alpha","Español","Francés","Prosa Ficción",NA,NA,NA,3,"40-43"
"Alpha","564","Poemas en prosa","Año VI. Número 61-62","febrero de 1911","1911-02-01","Gautier, Judith",NA,"Creador","F","Francia","1845","1917","Sí","R.B.S.","Español","Francés","Poesía","Poesía",NA,NA,1,"44"
"Alpha","565","Jacinto Benavente. Confesiones de su vida y de su obra","Año VI. Número 61-62","febrero de 1911","1911-02-01","González Fiol, Enrique","El bachiller corchuelo","Creador","M","España","1879","1947","No",NA,"Español",NA,"Prosa No Ficción",NA,NA,NA,33.3,"45-78"
"Alpha","566","Ánima expuesta","Año VI. Número 61-62","febrero de 1911","1911-02-01","Castro, Alfonso","Máximo Bretal","Creador","M","Colombia","1878","1943","No",NA,"Español",NA,"Prosa Ficción",NA,NA,NA,1.5,"79-80"
"Alpha","567",NA,"Año VI. Número 61-62","febrero de 1911","1911-02-01","Anónimo",NA,"Anunciante",NA,NA,NA,NA,"No",NA,"Español",NA,"Publicidad",NA,NA,NA,2,NA
"Alpha","568",NA,"Año VI. Número 63","marzo de 1911","1911-03-01","Anónimo",NA,"Anunciante",NA,NA,NA,NA,"No",NA,"Español",NA,"Publicidad",NA,NA,NA,2,NA
"Alpha","569","Y después…pa Tarugo","Año VI. Número 63","marzo de 1911","1911-03-01","Velásquez García, José","Julio Vives Guerra","Creador","M","Colombia","1873","1950","No",NA,"Español",NA,"Prosa Ficción",NA,"Pineda, Luis F.",NA,4.5,"81-85"
"Alpha","570","Superstición galante","Año VI. Número 63","marzo de 1911","1911-03-01","Ugarte, Manuel",NA,"Creador","M","Argentina","1875","1951","No",NA,"Español",NA,"Poesía",NA,NA,NA,1.5,"86-87"
"Alpha","571","Elogio del vivir","Año VI. Número 63","marzo de 1911","1911-03-01","Maragall, Juan",NA,"Creador","M","España","1860","1911","No",NA,"Español",NA,"Prosa Ficción",NA,NA,NA,6.5,"88-94"
"Alpha","572","Dulce amor","Año VI. Número 63","marzo de 1911","1911-03-01","Restrepo Rivera, Jesús","J. Restrepo Rivera","Creador","M","Colombia","1884","1946","No",NA,"Español",NA,"Poesía",NA,"Márquez, Tomás",NA,2,"95-96"
"Alpha","573","Films de París. I. A propósito de Mme. Segur","Año VI. Número 63","marzo de 1911","1911-03-01","Darío, Rubén",NA,"Creador","M","Nicaragua","1867","1916","No",NA,"Español",NA,"Prosa Ficción",NA,NA,NA,6,"97-102"
"Alpha","574","De mi jardín","Año VI. Número 63","marzo de 1911","1911-03-01","Mejía B., Manuel",NA,"Creador",NA,NA,NA,NA,"No",NA,"Español",NA,"Poesía",NA,NA,NA,1,"103"
"Alpha","575","Una rosa llevada al cielo","Año VI. Número 63","marzo de 1911","1911-03-01","D'Annunzio, Gabriele",NA,"Creador","M","Italia","1863","1938","Sí","Anónimo","Español","Italiano","Prosa Ficción",NA,NA,NA,12,"104-115"
"Alpha","576","Sr. D. Francisco A. Cano","Año VI. Número 63","marzo de 1911","1911-03-01","Valencia, Guillermo",NA,"Creador","M","Colombia","1873","1943","No",NA,"Español",NA,"Prosa No Ficción","Notas",NA,NA,1,"116"
"Alpha","577","Futurismo","Año VI. Número 63","marzo de 1911","1911-03-01","Anónimo",NA,"Creador",NA,NA,NA,NA,"No",NA,"Español",NA,"Prosa No Ficción","Extractos",NA,NA,0.7,"117"
"Alpha","578a","Manifiesto de los pintores futuristas","Año VI. Número 63","marzo de 1911","1911-03-01","Boccioni, Umberto",NA,"Creador","M","Italia","1882","1916","Sí","Anónimo","Español","Italiano","Prosa No Ficción","Extractos",NA,NA,3.3,"117-120"
"Alpha","578b","Manifiesto de los pintores futuristas","Año VI. Número 63","marzo de 1911","1911-03-01","Carrà, Carlo",NA,"Creador","M","Italia","1881","1966","Sí","Anónimo","Español","Italiano","Prosa No Ficción","Extractos",NA,NA,3.3,"117-120"
"Alpha","578c","Manifiesto de los pintores futuristas","Año VI. Número 63","marzo de 1911","1911-03-01","Russolo, Luigi",NA,"Creador",NA,NA,NA,NA,"Sí","Anónimo","Español","Italiano","Prosa No Ficción","Extractos",NA,NA,3.3,"117-120"
"Alpha","578d","Manifiesto de los pintores futuristas","Año VI. Número 63","marzo de 1911","1911-03-01","Severini, Gino",NA,"Creador","M","Italia","1883","1966","Sí","Anónimo","Español","Italiano","Prosa No Ficción","Extractos",NA,NA,3.3,"117-120"
"Alpha","578e","Manifiesto de los pintores futuristas","Año VI. Número 63","marzo de 1911","1911-03-01","Balla, Giacomo",NA,"Creador","M","Italia","1871","1958","Sí","Anónimo","Español","Italiano","Prosa No Ficción","Extractos",NA,NA,3.3,"117-120"
"Alpha","579",NA,"Año VI. Número 63","marzo de 1911","1911-03-01","Anónimo",NA,"Anunciante",NA,NA,NA,NA,"No",NA,"Español",NA,"Publicidad",NA,NA,NA,2,NA
"Alpha","580",NA,"Año VI. Número 64","abril de 1911","1911-04-01","Anónimo",NA,"Anunciante",NA,NA,NA,NA,"No",NA,"Español",NA,"Publicidad",NA,NA,NA,2,NA
"Alpha","581","Vicente Blasco Ibáñez.I. Confesiones de su vida y de su obra","Año VI. Número 64","abril de 1911","1911-04-01","González Fiol, Enrique","El bachiller corchuelo","Creador","M","España","1879","1947","No",NA,"Español",NA,"Prosa No Ficción",NA,NA,NA,16,"121-136"
"Alpha","582","Ashaverus","Año VI. Número 64","abril de 1911","1911-04-01","Restrepo, Santiago",NA,"Creador",NA,NA,NA,NA,"No",NA,"Español",NA,"Poesía","Poesía","Restrepo, alonso",NA,3,"137-139"
"Alpha","583","Fogazaro ha muerto","Año VI. Número 64","abril de 1911","1911-04-01","Puaux, René",NA,"Creador","M","Francia","1878","1937","Sí","Melguizo, Manuel","Español","Francés","Prosa No Ficción",NA,NA,NA,4.5,"140-144"
"Alpha","584","La canción de mi idea","Año VI. Número 64","abril de 1911","1911-04-01","Jaramillo Arango, Bernardo","Bernardo Jaramillo A.","Creador","M","Colombia","1884","1952","No",NA,"Español",NA,"Poesía","Poesía",NA,NA,1,"145"
"Alpha","585","La poesía y la ciencia","Año VI. Número 64","abril de 1911","1911-04-01","González Blanco, Pedro",NA,"Creador","M","España","1879","1961","No",NA,"Español",NA,"Prosa No Ficción",NA,NA,NA,3.5,"146-149"
"Alpha","586","Las rosas","Año VI. Número 64","abril de 1911","1911-04-01","Merizalde Uribe, Antonio","Antonio Merizalde","Creador","M","Colombia","1883","1916","No",NA,"Español",NA,"Poesía","Poesía","Márquez, Tomás",NA,1.5,"150-151"
"Alpha","587","Sombra de martirio","Año VI. Número 64","abril de 1911","1911-04-01","Romero, Manuel de J.",NA,"Creador",NA,NA,NA,NA,"No",NA,"Español",NA,"Prosa Ficción",NA,"Velásquez García, José",NA,4.5,"152-156"
"Alpha","588","Ánima expuesta","Año VI. Número 64","abril de 1911","1911-04-01","Castro, Alfonso","Máximo Bretal","Creador","M","Colombia","1878","1943","No",NA,"Español",NA,"Prosa Ficción","Notas",NA,NA,2,"157-158"
"Alpha","589a","Venecia futurista","Año VI. Número 64","abril de 1911","1911-04-01","Marinetti, Filippo Tommaso",NA,"Creador","M","Italia","1876","1944","Sí","Anónimo","Español","Italiano","Prosa Ficción","Extractos",NA,NA,0.7,"159"
"Alpha","589b","Venecia futurista","Año VI. Número 64","abril de 1911","1911-04-01","Buzzi, Paolo",NA,"Creador","M","Italia","1874","1956","Sí","Anónimo","Español","Italiano","Prosa Ficción","Extractos",NA,NA,0.7,"159"
"Alpha","589c","Venecia futurista","Año VI. Número 64","abril de 1911","1911-04-01","Palazzeschi, Aldo",NA,"Creador","M","Italia","1885","1974","Sí","Anónimo","Español","Italiano","Prosa Ficción","Extractos",NA,NA,0.7,"159"
"Alpha","589d","Venecia futurista","Año VI. Número 64","abril de 1911","1911-04-01","Cavacchioli, Enrico",NA,"Creador","M","Italia","1885","1954","Sí","Anónimo","Español","Italiano","Prosa Ficción","Extractos",NA,NA,0.7,"159"
"Alpha","589e","Venecia futurista","Año VI. Número 64","abril de 1911","1911-04-01","Mazza, Armando",NA,"Creador","M","Italia","1884","1946","Sí","Anónimo","Español","Italiano","Prosa Ficción","Extractos",NA,NA,0.7,"159"
"Alpha","589f","Venecia futurista","Año VI. Número 64","abril de 1911","1911-04-01","Altomare, Libero",NA,"Creador","M","Italia","1883","1942","Sí","Anónimo","Español","Italiano","Prosa Ficción","Extractos",NA,NA,0.7,"159"
"Alpha","589g","Venecia futurista","Año VI. Número 64","abril de 1911","1911-04-01","Folgore, Luciano",NA,"Creador","M","Italia","1888","1966","Sí","Anónimo","Español","Italiano","Prosa Ficción","Extractos",NA,NA,0.7,"159"
"Alpha","589h","Venecia futurista","Año VI. Número 64","abril de 1911","1911-04-01","Carrieri, Giuseppe",NA,"Creador","M","Italia","1886","1968","Sí","Anónimo","Español","Italiano","Prosa Ficción","Extractos",NA,NA,0.7,"159"
"Alpha","590","Ferrocarril de Amagá. La 1° Locomotora en el Valle de Medellín","Año VI. Número 64","abril de 1911","1911-04-01","Henao, Januario",NA,"Creador","M","Colombia","1850","1912","No",NA,"Español",NA,"Prosa Ficción","Extractos",NA,NA,1,"159-160"
"Alpha","591",NA,"Año VI. Número 64","abril de 1911","1911-04-01","Anónimo",NA,"Anunciante",NA,NA,NA,NA,"No",NA,"Español",NA,"Publicidad",NA,NA,NA,2,NA
